V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,Class
1243,94,-1005,-571,-964,-1008,247,429,446,415,5,1464,-7,3083,-136,-775,-1281,852,162,475,0
852,806,-1419,-1994,-2907,-538,-289,-76,89,-899,2435,101,3858,-2108,-1746,-16,-45,-528,119,616,1
-38,-985,-1409,-2352,3145,4,-337,1415,-2478,1088,11,-2693,2396,296,3812,1131,1,1165,115,-133,1
32,962,183,1113,1209,532,659,-596,-231,75,272,-1647,-266,-639,421,1397,-199,-571,-29,1588,0
-228,345,655,49,251,841,-119,2365,331,2,74,853,1058,1379,63,-376,-838,1716,977,186,0
-1288,2261,-1015,834,-6,-2297,651,2737,959,78,38,158,2984,709,1474,-1224,1958,-613,-233,231,1
-662,-1767,1829,2823,-1121,-1709,151,199,115,859,-109,1584,98,-2706,-463,66,351,-1716,-2977,1902,1
-1935,893,-777,-4041,-2372,-1925,1822,-738,-773,3207,1743,-1051,1159,-1998,4268,-88,1379,2543,-8,1031,1
1552,3413,-2859,2538,-124,-1909,-2431,1501,-3498,-417,-852,3639,-24,2041,-2225,1152,-1169,1324,-1989,2678,1
-818,-1461,729,191,-3878,-1368,256,-807,695,-409,3053,176,4157,627,-1927,294,-987,-201,3472,1047,1
-586,154,-264,1137,-704,-596,1938,-991,42,41,1751,-1397,1613,1712,2482,1167,826,-59,314,825,0
379,-2524,1682,2611,-4204,-187,-3268,-1612,1642,3535,-1772,-1094,2015,889,3006,-2527,53,14,-152,-676,1
2401,613,2315,39,854,-157,-706,171,1782,-847,813,275,234,-2768,1036,141,-624,644,251,1268,0
1009,-1486,2386,1227,1566,1961,81,174,576,639,-152,1074,357,-1506,-1281,31,11,-1424,516,87,0
1862,742,119,-1491,524,-313,-356,-619,1007,-2225,1117,-426,-1253,-2016,-2612,-207,-862,2792,559,-568,1
-1004,403,-2244,3089,-8,-2855,-526,-3554,2955,-132,1763,1228,-1556,-3762,1032,729,-1811,-406,4796,-927,1
77,108,201,939,-184,346,1175,85,1427,1839,-1191,-341,2607,162,1475,71,93,-2025,1775,1459,0
1082,4091,2345,-393,-2376,-24,-1992,812,-1499,-337,3332,-143,435,-2492,928,-458,938,-617,359,-175,1
74,84,7,1168,-1146,378,-173,-121,-1026,-412,-233,175,644,-1237,501,89,-1435,1043,1321,417,0
538,1738,1068,-947,1063,95,-524,2912,849,3,1237,1714,1322,1061,1564,1226,189,84,2223,74,0
278,-1152,293,155,-158,-245,-262,1091,-845,354,709,-1276,-51,331,-18,665,242,1674,563,-283,0
2925,46,597,2674,-1238,-2386,556,817,-284,-84,-214,1987,3,196,3204,2257,1958,-249,-2404,-412,1
2386,66,-777,787,1592,-1056,-651,-57,451,-1118,1108,255,689,-122,-109,198,253,486,1414,207,0
1715,784,1046,459,1768,696,784,902,617,1888,63,1666,355,357,-114,834,1382,97,549,1074,0
-1543,-2081,1364,117,-66,901,475,3256,-163,2464,51,-267,2435,-1272,-338,-3037,42,4659,1245,1271,1
251,1918,196,4648,-136,755,973,326,982,-224,968,3609,-4132,-83,97,-1202,86,44,573,-612,1
1844,2013,67,625,1314,-1046,-35,-218,-118,172,2344,-59,93,1495,851,693,1042,1465,393,-172,0
-57,-2266,-1154,-1092,1292,-2636,-2608,1086,-1151,-1823,-417,1674,-5138,1853,1396,475,-223,181,1159,-2233,1
-602,-1055,-206,895,989,-209,611,1087,805,318,286,1832,-314,-1232,-222,209,-309,-344,354,-1037,0
-4474,2192,-979,1592,-918,2539,-1156,-1335,-1736,3434,-1789,3665,2121,365,-996,2281,2316,3,-291,781,1
1295,2,1824,-811,668,-1095,1232,8,1435,-1266,544,1152,264,84,1596,511,702,2021,-574,16,0
917,567,653,12,-1541,641,-1472,1651,1251,243,143,-402,322,472,-94,-243,-56,762,963,792,0
39,1385,1295,84,847,-863,735,-612,1426,212,15,202,-1288,-59,573,524,234,1605,642,1946,0
-188,2072,-1239,714,-528,-304,-28,1016,644,111,938,1202,364,-763,-24,-211,-621,-11,135,1156,0
785,-265,-695,1122,2609,1183,-426,609,806,138,1896,1073,1221,37,-1301,827,1559,363,1202,72,0
665,792,-4,-1086,217,835,705,-43,1333,781,15,497,-358,1505,2298,-114,615,1066,1751,1368,0
1266,-258,-605,-924,-726,141,848,742,-419,1381,1184,-63,-584,529,-576,-631,639,845,479,-97,0
888,848,-76,247,185,-3028,-1172,-3008,2273,-1284,-1503,-4272,137,-62,957,3776,-1408,-2134,1506,-3067,1
1435,-2155,181,1709,-1012,566,-266,2425,-266,807,2514,171,-1639,-829,-3591,-607,-1867,-1445,-2915,742,1
705,1293,-626,84,1633,1162,689,1127,704,724,-1011,-365,994,1429,-428,638,1559,296,388,802,0
733,482,1429,1881,-1305,53,24,501,-1726,1448,2442,3854,-938,4852,-3969,-1878,904,-535,432,-717,1
2045,-114,-205,-1123,-155,139,283,777,-96,785,-607,97,1493,2159,-1244,-496,-243,517,949,452,0
-657,-872,2461,1068,225,1778,969,-89,2559,-153,135,-519,161,2001,-25,-457,-415,358,1102,1915,0
1398,-56,985,779,-1424,1008,-1587,1896,-838,-1585,-968,-1374,441,-38,-1725,-397,238,-386,3072,-808,1
-3609,-1151,-1515,-216,-381,-753,-1519,157,4436,-16,-1588,1258,2555,-416,401,-1448,333,872,-142,3973,1
2185,-1843,3047,-1584,1966,958,356,1063,886,385,-1734,-576,-203,852,1076,649,222,-1712,-2528,4353,1
-896,666,-2144,-377,-1981,-3124,-211,1124,-3066,-5038,-725,247,-815,1939,-865,-3195,-251,436,234,958,1
1527,1154,502,3197,33,2254,-1044,-46,241,-962,333,-566,-2167,-519,-1829,201,1364,682,1723,-1695,1
863,43,1243,1353,-1557,-299,-505,765,-216,-603,1883,-412,727,-1421,1381,1789,994,121,1347,2393,0
-63,125,-839,27,-289,-321,-64,1268,-871,209,1495,2099,-486,212,39,-132,204,1298,-2674,1681,1
-754,365,688,1215,1837,-1084,948,-1874,18,-1235,552,-1107,-488,2781,5972,-567,703,383,22,769,1
342,741,154,1102,-1354,469,2924,1414,-1915,-1708,732,602,1944,-1807,1174,58,1235,-1482,-585,1845,0
198,764,2072,-172,-1165,558,-2461,-2043,-272,794,-4755,938,2787,-352,77,-97,-356,-104,-103,-1483,1
-168,374,-67,-379,423,-519,664,-503,-6591,-397,-4905,-3038,981,2576,-227,-32,-4053,-146,1861,2703,1
-2696,1046,-36,-1552,2283,3351,2707,-1446,-1188,39,3358,989,156,1459,1382,-788,264,1502,3275,-115,1
-338,284,497,2499,333,1,2451,-2468,258,2358,5263,-257,3102,566,1533,624,-4231,241,-178,3626,1
2152,-342,-2024,205,-139,1869,-1662,-312,-829,857,-3067,-1821,-1341,261,-2722,2149,-1673,235,-841,-256,1
3331,-539,-382,1022,37,-1058,1957,1152,2086,-1188,-364,2081,1749,-1196,1831,-4089,965,-114,1127,2674,1
492,-532,1519,2713,671,-3389,-85,2428,1406,1638,758,-2366,1264,841,122,176,-3425,-723,385,63,1
-73,1045,-924,246,306,533,-1615,-52,857,353,367,-205,-42,356,1713,489,34,674,1553,912,0
-976,726,1253,2076,2334,-1098,-1567,-3006,781,-1137,-353,-1058,-1166,-1673,2591,1728,-938,2178,1818,925,1
-2094,-1208,-1643,2028,822,-608,825,4697,-345,-1645,-4202,52,233,2699,-2178,208,2823,-18,-6,627,1
-583,1864,171,1231,2,13,-622,601,-405,2156,-3,537,116,134,207,819,853,288,2242,2605,0
1994,2231,-433,26,-1274,-6,744,371,1818,653,-549,788,1637,-1201,873,1381,-106,1165,-144,177,0
171,354,133,-35,-149,994,1229,-1773,539,983,2127,-518,786,1976,2377,1893,-1937,-3091,-213,-1158,1
53,-797,1059,-344,843,-342,1516,1042,-927,2077,1138,1433,574,1033,604,-111,252,172,891,-2346,0
846,1713,-1017,-1954,-194,-517,-758,334,1661,1294,2667,485,539,53,1824,-283,-66,805,-135,1605,0
-756,1616,37,1021,1384,-1757,-5,566,1624,283,1788,97,1444,1445,132,-284,894,194,193,-77,0
-4112,1182,998,884,-3369,1365,-1437,-436,-78,3252,-44,639,228,3019,-5446,-648,3878,3121,1605,114,1
518,-533,-17,993,1399,1048,-717,-576,-297,-988,1074,-9,756,-222,-22,584,786,55,-1427,82,0
4371,628,1502,2813,3331,1527,-1847,-4035,3126,-484,-1107,-2226,4342,-2934,546,149,1783,241,1437,236,1
1212,-127,129,4279,1093,-353,-3144,1405,386,697,1666,-1503,3432,1115,1858,-2891,3443,-159,-1064,179,1
269,-301,1653,-592,748,24,-1172,-201,-764,-2189,-5604,-215,-6831,-2437,-2076,-3498,1766,-2616,-1712,-1657,1
-23,396,806,212,1352,2718,-11,2101,1484,752,14,1836,912,1849,1821,597,111,-1139,106,468,0
4,-354,82,115,-7,1137,-427,2898,2241,1975,-978,298,-3694,-2094,-346,-2783,-276,-997,-375,585,1
1163,312,149,391,-236,-457,1529,594,775,947,168,457,1118,-81,568,2385,518,-184,-404,188,0
2294,3119,-675,-684,571,-1076,2292,1487,-1109,47,-1858,-3814,-1269,-1132,856,-203,2515,-1598,1078,372,1
827,-869,173,-863,1069,981,-45,224,1172,1358,789,782,2281,649,1629,-54,677,-1545,525,-1766,0
2685,512,1215,764,387,1834,-134,-476,27,2138,-902,316,-1336,-791,945,-1232,3171,-422,2157,1308,0
2638,-4476,-331,-262,15,-2506,-296,325,1146,1937,353,3689,-2883,-78,-394,-1109,891,848,695,-2682,1
1,-2423,-61,-215,-696,-2378,-1076,-474,1579,-429,-261,796,-1184,-332,1513,1236,1857,1389,1842,-1637,1
-259,-1308,-224,578,-1165,4321,309,979,-1075,877,966,2706,-2,175,1554,-1602,5792,-1332,-623,984,1
-107,176,-3107,-347,1125,1904,-998,-1295,4133,1306,-2004,1431,3457,-1458,668,3243,-1538,-1321,325,-3108,1
-1644,-385,-2451,-1442,1542,-3729,786,-3262,-688,1696,-1209,2502,-3451,1617,817,-3683,-237,-1677,-1665,-54,1
-2966,22,-758,334,-74,11,-1012,484,-786,-169,1732,3537,308,-426,-1489,105,2201,108,-805,91,1
-4362,1075,-63,-942,2334,-253,489,151,-2165,-2348,-755,-55,316,105,-4912,-254,-2028,76,1074,1682,1
1838,-28,1982,242,-308,-2647,3551,-2179,1137,45,-4096,499,-3174,-1005,-1912,4657,4842,-1265,216,1657,1
762,-328,-136,-1962,941,809,34,435,1624,798,1468,626,-163,-886,1092,674,-181,-336,1122,-311,0
1066,-146,938,1549,209,504,1358,-521,-308,1362,1494,219,-1325,-25,719,-787,794,1006,187,291,0
-3498,1387,914,-816,2057,-242,1736,1293,-266,1402,-1913,3392,-1478,-3724,2251,-1042,-27,-2291,2177,-3355,1
703,-78,-291,1215,-67,675,3478,-793,1422,1567,705,222,512,-931,-935,596,-435,2468,961,1672,0
15,-993,44,1862,-931,1054,753,-488,29,376,42,758,944,525,331,66,-162,415,-2279,1048,0
-3453,-632,-3998,-1934,-1216,-3793,135,-1137,487,-2466,1343,297,2316,2629,-45,-32,1819,-324,8,1825,1
-335,-984,-1302,-631,1189,594,1223,-185,2498,-1676,1164,1902,-911,321,-428,-708,431,2493,238,583,0
2931,-945,392,738,-2459,2751,98,1641,-4034,4708,-1258,-1023,1015,-1256,934,-584,1122,1329,-3194,118,1
-953,1569,-1012,-1202,1483,1979,903,504,255,533,-125,2,1249,771,1246,647,-524,369,451,1028,0
1998,1,-143,27,61,101,2411,6,976,-535,1238,-886,1161,1,54,-333,1175,-448,-73,512,0
336,185,225,14,2218,569,185,1149,1344,-993,-1046,19,1504,37,245,583,-445,-1072,1652,377,0
362,682,-24,783,1286,236,3013,-666,2728,2062,-2169,-16,-301,1565,316,-997,179,-72,2362,405,0
-2372,3318,-2133,3504,266,578,2961,-561,1411,993,-1473,-2125,-2534,-2251,166,1133,-773,847,457,594,1
2064,-4031,3851,1228,-899,-2033,577,-369,-3197,2751,2752,-96,246,-1797,-1784,-423,-198,2736,-1721,176,1
-247,143,-2792,4872,-2022,1335,-2915,-1341,-622,-1168,4915,172,-569,-1164,-814,-282,-1546,-3017,-1078,-1552,1
-818,1227,193,49,1098,-3418,3439,1866,-1453,-894,21,-153,-3129,6025,763,519,-1204,-29,-198,3031,1
925,-822,1642,-303,2027,-924,1459,224,-824,874,1292,467,-37,1203,-4,-1691,246,-697,1068,848,0
-12,923,1436,1613,-302,-1486,-399,1039,-5679,3198,-1797,-5,-353,75,-75,-2292,-923,3194,428,4524,1
878,1169,1665,1397,1519,24,-599,1765,932,588,-362,117,-176,2168,1829,-738,58,213,72,399,0
1618,-382,-1112,-206,673,716,-365,55,2296,-455,-316,489,-96,-68,16,-38,595,2563,377,2593,0
849,2177,598,1689,3114,-3406,3799,-2642,1578,-181,-212,1633,4664,1081,-1172,-166,578,1664,309,-3028,1
-2712,278,62,1312,-1419,-987,11,-1194,-89,209,1391,1905,129,498,1128,-1339,-4214,664,-6674,1459,1
-1141,-14,-714,-671,-45,693,1152,511,841,1443,-333,-29,-55,-311,24,1398,1807,2075,35,144,0
-866,259,2028,1258,-165,-1647,798,-1638,304,147,2398,781,405,591,742,1752,-152,53,1461,1085,0
1393,674,-87,33,947,137,1165,645,458,1876,-485,-5,-184,-192,164,1122,268,1459,1106,-102,0
-408,51,539,188,1586,-238,1483,-552,-306,1169,171,888,126,2249,-253,86,-441,-739,406,-292,0
-817,801,151,96,1436,-589,884,1212,1394,1862,-141,1096,-368,171,241,628,-1005,-332,78,1191,0
367,687,674,2016,-588,1392,135,-297,168,-24,-71,371,582,-557,332,1114,-1077,142,-659,544,0
3295,38,-762,-2121,-143,-921,562,-1282,451,-1953,-81,1359,622,-3467,1523,1876,2478,-144,1105,399,1
814,-85,-824,-284,-1298,-156,-1066,1929,192,-876,168,1125,1216,838,-664,-472,-894,-181,-938,2045,0
-4296,-1781,149,1452,1612,788,-2096,838,-1744,-1,1815,-5586,-1126,1218,-2751,1119,-2085,-609,-1071,938,1
-258,2937,-196,303,-1278,2223,-1636,-673,-1596,5351,-1447,-1129,-1438,-1944,828,-452,-254,-4447,-5144,-579,1
3368,-1438,3309,2075,-1969,914,851,1091,-537,4424,-917,241,283,387,4174,-1738,59,-2191,-2198,1316,1
-463,-717,-295,2039,-1603,597,-1184,1874,-5084,-389,688,3105,-2658,2421,-44,3727,-382,-828,54,-663,1
1143,1714,1181,1717,-792,499,228,594,143,265,2438,803,401,508,2786,-1124,1189,1388,228,757,0
-659,-92,-557,-251,574,2511,1296,2353,-3138,317,2298,-2191,1527,-826,-1018,4,3554,2434,-3914,2298,1
2357,-1254,284,2288,2,1768,111,3015,1349,-169,846,-342,-1667,-548,-284,-474,228,403,-664,2302,0
112,324,-464,2108,-1041,-71,237,1274,28,71,-348,902,223,633,163,662,-85,103,4,-491,0
208,1308,-296,447,689,547,2009,1758,1426,691,972,-367,2488,-474,565,1574,58,1002,532,12,0
987,-473,-336,-57,669,463,-515,1954,712,502,279,95,632,1342,3307,1647,-157,-2084,-247,434,0
2088,86,-1395,2619,602,-611,-1264,-274,-2832,2929,-2416,-1868,-2154,1268,921,763,-512,678,404,-4534,1
-1265,-783,-852,-367,411,-751,-304,327,3708,296,1391,-349,1293,1834,396,-554,1201,112,-22,-1718,0
2873,1386,-1611,-206,501,-2578,3372,4304,-2264,-2586,2183,2892,553,494,-1129,-1767,3066,-3405,-3808,164,1
599,902,615,-8,-368,48,2909,745,929,122,6,1923,68,1188,1117,-757,62,2558,344,998,0
2646,-2235,1783,33,1638,422,-197,622,27,-1,41,1848,517,-2211,-928,-1109,-812,1219,1376,-55,0
1636,-1,564,2112,996,-1438,1302,1306,688,2538,2821,951,-1907,-836,408,653,635,-579,1708,16,0
-845,2532,-859,1303,186,-1361,1324,321,-1121,1186,-824,-89,-15,1418,1524,-2215,71,-427,-151,1613,1
2508,116,-1368,-1342,36,-1156,-399,217,1363,1404,1188,-895,-394,106,-439,-1079,374,165,-845,-481,0
-867,808,259,-676,-282,1047,2346,-1349,1536,-777,-995,397,-839,1648,656,116,-343,-73,537,1072,0
1531,158,-5574,612,-2058,122,-4262,914,295,-2383,1136,-29,-726,1409,-1748,1945,7,-1397,67,57,1
-1709,1429,2543,-2686,-1035,4625,2712,-134,-4488,181,-2372,2337,-2206,-1244,454,2899,-3469,3258,-797,916,1
629,-82,55,1096,623,911,-174,826,-318,773,-238,-2022,299,-59,932,-7,168,728,462,-9,0
156,-306,-83,-356,1022,-778,1342,913,-1058,-469,419,2258,-766,1656,368,67,822,608,-478,1119,0
1039,84,1665,1758,-693,34,1505,314,883,-2035,825,1869,-219,-682,209,-67,101,265,527,1364,1
492,765,2745,-967,448,-424,94,-21,-116,-524,1471,-1084,174,575,-562,2354,218,579,653,486,0
-718,-884,379,-872,295,408,-1164,-2602,235,1027,279,2925,51,-3036,2646,-771,3171,901,-1844,32,1
2115,-1398,-132,-106,-322,67,3742,-457,74,-2703,5641,626,-2603,-3088,4692,1966,-2499,5805,1383,4042,1
738,-703,2107,3447,1647,142,-49,203,142,1251,-583,-69,512,1237,151,626,-66,1289,1026,-198,0
2578,-4496,1343,586,2893,-741,937,78,-2973,-32,2796,-974,-1792,-2484,148,1869,-1927,-2641,-4793,1368,1
-1383,-1864,706,212,168,-2724,-1443,997,-276,-1136,-1001,-192,583,2722,601,2942,-1546,-1356,-1521,-9,1
942,1176,504,1558,1355,117,-983,254,308,1439,-76,808,1071,695,144,534,843,439,-882,1961,0
2526,-864,45,265,2064,548,-808,707,256,312,-3,-821,1377,-1412,-482,1285,545,343,512,-1152,0
1082,3147,-497,-2731,292,2787,-2265,-61,924,2499,102,684,48,598,-1748,2495,737,-2573,2577,1748,1
-958,871,613,-408,2051,1113,45,-536,1423,582,511,-315,516,1568,173,-15,113,108,1634,102,0
-937,2,-1114,-2553,-775,-3252,301,-99,1486,-5806,647,-6,1756,-2392,-2991,4466,-24,-247,-1481,-176,1
-944,-961,-446,-1622,-4762,1638,74,2936,-2171,1993,-2713,4096,325,897,679,-792,-694,51,-648,-1038,1
-1411,1246,392,-21,-939,794,-998,1063,847,-323,1323,8,-516,-1361,-1234,2435,-2826,1264,1816,68,1
1072,-442,2166,1615,179,207,62,2852,1626,-1144,-1185,-164,1311,742,-2109,-4515,1005,-1176,-3066,1573,1
126,1609,-1391,1186,1955,689,615,-1355,638,-233,-1555,2447,-2441,-612,175,1908,-156,-778,318,-335,1
-1754,-5,-2658,-1035,1588,8,2389,2255,646,76,-4525,-338,1724,1484,-1699,-961,-2094,-3772,1385,-1216,1
69,-353,693,375,246,1806,348,1416,-72,294,1447,208,277,-1466,104,984,-1227,-395,521,575,0
962,336,1946,531,2486,-1161,2801,1983,168,-348,916,383,1152,332,-702,526,-18,1397,33,-452,0
-4556,-2353,-1977,499,3215,5307,1052,-2622,1091,-2014,-3455,862,5145,49,-1668,433,-1868,3643,2185,-1539,1
553,-1352,1063,2886,1458,1932,1573,-26,-532,-2898,2737,-1616,-4055,569,714,-515,4411,-227,-2518,-2849,1
1764,129,-164,67,778,-1648,1814,1765,-255,1457,1,84,1266,626,-153,-1056,533,-238,836,-1309,0
2411,2665,1399,253,-2344,-515,-219,-878,-157,2371,-264,683,-2677,1046,-1095,2,862,-2081,1242,-1015,1
459,188,-208,-758,835,389,2084,555,-1755,458,26,473,-277,544,501,-845,-704,-57,-895,-596,0
429,-773,2092,-588,2115,607,-442,-154,1141,-919,399,-525,1047,-586,1898,-449,342,327,3,269,0
-2519,14,1225,204,3467,-38,-1493,-605,623,174,-22,-2892,891,92,-2458,-2609,-1145,232,155,2932,1
-1991,-873,-5339,317,96,-2571,-3227,-109,-2805,-2855,2122,-811,-1146,-1479,-4506,725,-2593,-519,-1112,-6,1
1507,14,-904,1236,-897,205,-279,519,29,644,2461,1018,-376,1455,972,246,-136,499,-392,-602,0
844,1134,-148,117,568,1661,1007,962,-601,2666,1108,745,-59,683,-1092,-2496,-231,1594,618,78,1
299,1819,712,251,616,508,14,-178,1361,1575,-1322,1,106,19,-353,-223,-273,1666,-1038,-468,0
211,403,2083,478,-507,-118,-2058,-449,606,-3277,21,-394,-961,1214,5842,209,-2695,2042,-83,2675,1
3311,-22,268,1193,-78,236,3723,114,-437,-515,2156,106,232,81,1561,-933,1047,886,2164,2085,0
-1275,2782,2073,2294,1,-1778,3157,-142,43,-1978,-155,246,-2817,527,88,3101,-1861,4897,186,-996,1
998,-369,114,-765,-414,5103,1554,225,-12,702,1548,1275,1103,1113,1744,137,719,-727,715,-493,0
3279,-1145,-207,2506,1414,-4311,1039,-1662,-1663,2408,-937,-633,2518,2817,-195,111,-223,702,-1851,-237,1
654,-2242,-214,1596,-246,1724,782,-1183,1409,289,1363,96,147,101,15,786,88,-436,162,1206,0
-1004,-338,43,-48,1292,-597,768,549,1178,-1784,1511,-1709,436,1427,3624,124,-2896,734,559,-744,1
1948,1184,-844,1772,-2439,-3665,-1042,1372,-234,1411,-14,2246,1954,1687,-1024,289,3888,-2164,-372,439,1
91,414,45,-602,-1069,184,284,1833,447,1447,298,1702,-463,-399,363,-922,8,-57,188,239,0
1553,-1511,-2043,1635,-125,-43,969,1645,-17,1896,1415,-246,-234,1551,-156,-1129,-391,-1142,599,198,0
1933,361,2138,3485,1053,706,879,-2364,1551,-183,-339,2479,1951,2799,-924,1182,725,-4818,567,-68,1
-1334,-1952,-59,366,917,3864,2445,-2509,-797,2971,1352,-273,-1543,7,676,-2963,193,2859,-895,-1039,1
2064,-157,-722,-1297,29,-226,1994,106,1032,1301,1135,2174,-1262,-411,373,101,1127,-1,-93,1741,0
-675,952,1569,43,1435,-1279,803,408,1724,336,2319,107,484,3224,75,3095,454,21,2294,709,1
359,394,724,416,446,-981,-837,2498,538,634,-68,1898,68,971,16,419,447,1278,-128,1595,0
441,-1353,-719,678,602,1339,-391,105,107,-516,63,1359,1269,654,1391,439,1586,55,538,974,0
-2107,2898,826,-1996,544,-1719,888,992,-1181,4131,-1693,-274,93,1437,687,-1814,1226,214,-2483,-58,1
166,2612,-2432,2623,776,69,-1182,-207,532,-39,-1902,1115,-482,836,-857,2785,85,-2558,-884,-3773,1
-782,592,285,1321,368,1157,902,-558,1502,-1163,1302,-803,551,1286,1116,196,546,-84,2009,291,0
285,588,-809,537,-1149,1182,1548,49,1008,-632,1651,-227,-88,1759,353,365,1295,1512,-336,253,0
2994,1981,714,2341,-676,-32,-2284,-858,-3104,352,1025,662,-1596,-154,-2389,-1121,2722,382,-1723,-239,1
737,263,2032,-529,-1438,277,933,274,764,2425,2068,-1014,522,2089,1038,-237,3572,536,-667,518,0
-2548,2014,1977,-186,1742,1747,-2594,-3003,-905,2864,568,-4647,-976,1734,-1251,-1967,-1874,-1132,-1829,-1375,1
366,2457,-1374,2604,-3197,-2807,-2317,2818,2,-1407,1471,1202,262,3092,3226,1545,-105,-784,1628,229,1
1818,-663,1595,-925,-4991,1305,1836,172,-785,-2142,1064,-1362,-1201,-82,3957,-162,2339,1436,2586,-1406,1
-82,-65,494,1218,-235,-86,-384,1306,1396,-741,-288,1912,1532,1409,1409,89,1914,3215,1486,184,0
2667,1392,738,1926,-1822,1806,1423,-137,-893,-21,-1739,-352,4576,-2463,342,1021,-653,-3546,1455,2634,1
-16,1152,16,94,412,1511,208,286,1384,-214,1801,478,-144,1265,716,1726,2612,-518,1454,605,0
-479,-196,1158,129,1113,-818,675,2673,-193,867,-53,-103,1302,-881,644,1413,933,149,2144,769,0
1259,109,756,487,1991,1368,776,-425,1018,-496,2,1358,1,-971,858,-74,-866,21,-339,168,0
-2082,-2193,-1337,1098,-705,344,2583,98,-733,-441,-2232,1575,384,919,-1145,-115,-2714,-73,-285,3451,1
52,506,5137,998,539,-2894,2347,1056,617,-981,-424,-623,153,2961,-1083,-1605,-3465,-1233,-231,-1816,1
707,-469,1215,91,814,818,118,6,-1016,-509,1916,1406,-404,-3,1366,1353,1719,-114,-1221,887,0
928,-239,-1418,-562,-2359,-2622,13,182,-14,-192,-3937,-2107,-238,331,1724,864,-1055,1829,-3402,-1058,1
-1111,-27,-2858,-102,-2252,1435,-3709,-1005,2473,-605,-2631,2327,2897,-997,2743,-2005,-3431,-453,48,165,1
-119,38,757,-755,-2057,68,-798,1501,1866,-2275,-1444,-364,-226,616,92,1865,-5288,547,-2511,1403,1
-965,534,2883,74,1806,-3394,-386,-308,-531,255,1715,-906,2544,2307,866,-4513,-1901,-3482,-46,-1014,1
1484,984,1035,-125,-1194,1583,578,-34,1659,2135,692,396,845,588,1227,69,-14,-188,1923,-964,0
2074,1662,3249,-2392,-905,-245,-107,-2308,586,-95,473,-4,72,-943,-27,-938,253,3547,-276,1967,1
-453,1593,125,819,-692,-155,44,-147,135,97,93,-773,-1743,887,564,75,-599,981,813,218,0
146,19,1507,246,-994,367,1222,-468,386,1284,172,495,369,228,-848,-49,769,1878,1044,-79,0
-981,-518,-374,207,149,1947,1501,1363,1531,668,-1767,904,1026,-32,721,1365,-1156,1808,928,-181,0
-553,411,1011,2809,112,-96,1207,-31,1165,22,1035,209,-579,283,366,1852,-202,722,247,201,0
-991,177,234,536,5375,-135,-1253,297,-676,-1019,2586,-356,5146,2972,1731,2381,2183,-408,-1023,1567,1
-2108,13,1169,-1225,-868,-1054,1201,3861,-36,-2046,322,1807,-1413,1436,3033,3849,3682,-41,-927,-621,1
-2385,1553,1541,-43,-358,1688,-1382,151,-349,794,435,-274,3643,2355,625,981,-4134,775,-2324,-158,1
1343,-2352,-3874,-588,1997,-3225,-264,1804,-2213,74,3497,567,3932,2217,148,272,-3405,301,-446,23,1
-97,637,-82,-1562,-1207,-949,-1864,-1195,226,-435,101,1531,1117,-238,-686,407,73,347,-282,1241,0
-1,1561,1319,2323,776,2368,728,-397,-921,-1215,36,4,383,233,1367,-6,1631,144,815,-443,0
1434,-1114,-155,1519,-881,-434,1009,-541,-751,-399,378,1315,31,9,-673,448,683,147,808,1518,0
57,-8,768,-75,-1698,92,56,-14,781,34,1553,1444,17,-67,1352,-232,-1139,-366,-866,532,0
-1357,1207,634,1052,-2737,1252,25,84,1935,102,-826,14,-233,349,-892,1295,439,385,1632,-1924,0
269,-224,892,1139,-135,-3344,2606,-1192,-1684,-75,118,581,-1594,-532,5589,1532,95,1015,2155,-782,1
1368,-863,1028,377,-905,711,-258,583,326,2451,555,-115,-49,-54,1129,2408,161,347,603,528,0
-316,-705,-1455,1475,2093,-4946,-113,245,-2382,1939,-67,-1942,444,-3191,-193,1162,-1772,-2648,-2021,766,1
-114,494,-689,782,-2284,576,-821,1002,-289,388,2681,-1205,27,829,1636,2781,1831,37,-414,135,0
-3618,-443,-1328,-1455,1087,1714,1674,678,-932,-635,-946,-186,-228,2378,2116,1859,394,-102,374,3724,1
-1544,3187,2558,626,-681,2327,-881,-1033,33,-2458,-981,-636,344,-3949,-36,-323,-2454,647,2109,3048,1
217,377,-849,-75,-937,-3079,1964,-1101,-474,-229,577,252,-57,1363,-376,-7121,1878,204,-361,852,1
-288,444,3087,634,301,578,158,-52,1336,-624,-1231,192,-687,-2344,-51,203,-885,1558,-916,841,0
-177,-54,24,-1545,-3702,696,2429,2916,-3596,454,1964,-2441,1696,-954,-1036,192,-227,-2067,-1885,-159,1
-631,1076,667,-745,-453,305,1487,64,451,-1209,351,-1283,343,832,1358,1412,1396,49,465,-246,0
-1672,206,1836,-864,2914,614,1102,-3406,-1569,-888,-3389,-172,-382,375,-4024,273,-705,3842,38,-332,1
326,798,-328,558,819,27,-725,534,1069,-402,-25,1146,1126,-1822,69,1311,197,-252,7,-31,0
22,-472,2969,772,662,153,1539,3223,105,666,1736,386,186,387,-1208,447,978,1258,-374,-38,0
1072,105,-254,-723,-314,-126,426,457,-121,1854,-235,1694,2383,163,-183,2494,1022,-22,1831,2206,0
