height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
7,91,637,13.0,0.179,0.816,1.24,114,520,92,1
10,19,190,1.9,0.611,0.9,8.29,116,171,14,1
22,22,484,1.0,0.107,0.473,1.79,52,229,29,5
13,277,3601,21.308,0.293,0.636,2.59,1054,2292,407,1
6,82,492,13.667,0.104,0.303,1.31,51,149,39,1
12,272,3264,22.667,0.219,0.589,1.8,715,1922,397,1
1,18,18,18.0,0.389,1.0,3.5,7,18,2,1
8,74,592,9.25,0.568,0.983,3.11,336,582,108,1
10,212,2120,21.2,0.24,0.61,1.85,508,1293,274,1
1,62,62,62.0,0.984,1.0,61.0,61,62,1,2
8,14,112,1.75,0.223,0.661,3.57,25,74,7,1
1,11,11,11.0,1.0,1.0,11.0,11,11,1,2
8,9,72,1.125,0.431,0.958,2.07,31,69,15,1
8,67,536,8.375,0.392,0.724,2.31,210,388,91,1
9,103,927,11.444,0.357,0.864,2.47,331,801,134,1
16,227,3632,14.188,0.41,0.731,4.97,1490,2654,300,1
9,21,189,2.333,0.175,0.513,1.65,33,97,20,1
8,15,120,1.875,0.517,0.867,2.48,62,104,25,1
11,161,1771,14.636,0.329,0.605,3.05,582,1071,191,1
8,7,56,0.875,0.268,0.786,1.67,15,44,9,1
8,6,48,0.75,0.313,0.792,3.0,15,38,5,1
24,309,7416,12.875,0.921,0.984,17.51,6828,7295,390,1
9,83,747,9.222,0.284,0.849,1.91,212,634,111,1
9,249,2241,27.667,0.346,0.77,2.54,776,1725,306,1
7,18,126,2.571,0.365,0.968,2.0,46,122,23,1
5,13,65,2.6,0.462,0.677,4.29,30,44,7,1
9,109,981,12.111,0.219,0.779,1.67,215,764,129,1
1,9,9,9.0,0.778,1.0,7.0,7,9,1,1
12,272,3264,22.667,0.329,0.75,2.74,1075,2448,393,1
8,50,400,6.25,0.428,0.74,2.31,171,296,74,1
5,8,40,1.6,0.425,0.975,1.55,17,39,11,1
7,8,56,1.143,0.411,0.714,2.3,23,40,10,1
8,13,104,1.625,0.529,0.798,2.89,55,83,19,1
14,29,406,2.071,0.14,0.502,1.63,57,204,35,1
4,2,8,0.5,1.0,1.0,8.0,8,8,1,4
3,3,9,1.0,0.889,0.889,8.0,8,8,1,1
8,12,96,1.5,0.479,0.938,2.3,46,90,20,1
8,13,104,1.625,0.49,0.933,2.32,51,97,22,1
10,15,150,1.5,0.3,1.0,1.88,45,150,24,1
11,44,484,4.0,0.308,0.818,2.01,149,396,74,1
9,272,2448,30.222,0.137,0.532,1.33,336,1303,252,1
8,272,2176,34.0,0.359,0.848,2.7,781,1846,289,1
10,75,750,7.5,0.451,0.86,2.84,338,645,119,1
10,18,180,1.8,0.294,0.872,2.3,53,157,23,1
7,80,560,11.429,0.5,0.848,3.54,280,475,79,1
8,33,264,4.125,0.375,0.83,1.9,99,219,52,1
8,48,384,6.0,0.31,0.807,1.92,119,310,62,1
9,47,423,5.222,0.307,0.872,2.03,130,369,64,1
15,67,1005,4.467,0.293,0.607,3.59,294,610,82,1
10,122,1220,12.2,0.294,0.689,2.1,359,840,171,1
5,4,20,0.8,0.5,0.7,10.0,10,14,1,1
7,40,280,5.714,0.336,0.971,1.57,94,272,60,1
34,27,918,0.794,0.219,0.554,3.09,201,509,65,5
8,109,872,13.625,0.2,0.854,1.39,174,745,125,1
5,26,130,5.2,0.492,0.785,2.37,64,102,27,1
9,536,4824,59.556,0.154,0.602,1.36,743,2904,547,1
1,60,60,60.0,0.2,1.0,1.09,12,60,11,1
10,154,1540,15.4,0.342,0.664,2.55,527,1022,207,1
11,11,121,1.0,0.438,0.868,4.08,53,105,13,1
1,17,17,17.0,0.941,1.0,16.0,16,17,1,2
8,17,136,2.125,0.309,0.676,2.33,42,92,18,1
1,47,47,47.0,0.426,1.0,1.05,20,47,19,1
9,18,162,2.0,0.352,0.901,1.84,57,146,31,1
17,11,187,0.647,0.417,0.647,9.75,78,121,8,1
9,44,396,4.889,0.341,0.677,2.55,135,268,53,1
8,34,272,4.25,0.371,0.765,2.1,101,208,48,1
9,37,333,4.111,0.538,0.901,2.8,179,300,64,1
8,192,1536,24.0,0.316,0.746,1.74,485,1146,279,1
7,75,525,10.714,0.263,0.71,1.52,138,373,91,1
6,18,108,3.0,0.444,0.991,1.71,48,107,28,1
8,4,32,0.5,0.469,0.719,3.75,15,23,4,1
9,21,189,2.333,0.392,0.899,2.74,74,170,27,1
1,19,19,19.0,0.684,1.0,4.33,13,19,3,2
7,11,77,1.571,0.351,0.87,1.8,27,67,15,1
12,13,156,1.083,0.391,0.981,2.35,61,153,26,1
10,19,190,1.9,0.311,1.0,1.69,59,190,35,1
9,21,189,2.333,0.291,0.762,1.57,55,144,35,1
5,16,80,3.2,0.313,0.813,2.08,25,65,12,1
10,9,90,0.9,0.644,0.689,58.0,58,62,1,1
2,18,36,9.0,0.667,0.694,24.0,24,25,1,2
8,203,1624,25.375,0.149,0.767,1.27,242,1246,191,1
9,17,153,1.889,0.333,0.895,2.13,51,137,24,1
7,37,259,5.286,0.305,1.0,1.46,79,259,54,1
5,3,15,0.6,0.6,0.867,4.5,9,13,2,1
6,13,78,2.167,0.359,0.782,1.33,28,61,21,1
7,9,63,1.286,0.365,0.857,1.77,23,54,13,1
16,399,6384,24.938,0.369,0.577,5.34,2357,3685,441,1
1,47,47,47.0,1.0,1.0,47.0,47,47,1,2
8,12,96,1.5,0.438,1.0,1.91,42,96,22,1
9,20,180,2.222,0.294,0.578,1.51,53,104,35,1
9,102,918,11.333,0.183,0.804,1.27,168,738,132,1
9,98,882,10.889,0.185,0.662,1.58,163,584,103,1
6,11,66,1.833,0.394,0.955,1.53,26,63,17,1
9,43,387,4.778,0.274,0.605,1.68,106,234,63,1
13,38,494,2.923,0.312,0.955,3.42,154,472,45,1
24,170,4080,7.083,0.931,0.999,17.04,3799,4075,223,1
7,7,49,1.0,0.265,0.796,1.44,13,39,9,1
4,31,124,7.75,0.419,0.944,1.58,52,117,33,1
7,35,245,5.0,0.482,0.841,2.81,118,206,42,1
10,65,650,6.5,0.475,0.971,2.76,309,631,112,1
6,30,180,5.0,0.311,0.8,1.22,56,144,46,1
5,4,20,0.8,0.45,0.45,9.0,9,9,1,1
8,344,2752,43.0,0.216,0.838,1.22,595,2307,486,1
10,53,530,5.3,0.34,0.9,1.82,180,477,99,1
8,129,1032,16.125,0.232,0.823,1.46,239,849,164,1
12,104,1248,8.667,0.335,0.758,2.46,418,946,170,1
5,63,315,12.6,0.368,0.927,2.0,116,292,58,1
7,42,294,6.0,0.262,0.738,1.79,77,217,43,1
9,21,189,2.333,0.323,0.81,1.79,61,153,34,1
8,309,2472,38.625,0.186,0.644,1.41,459,1593,325,1
6,95,570,15.833,0.274,0.784,1.97,156,447,79,1
3,4,12,1.333,0.917,0.917,11.0,11,11,1,1
1,98,98,98.0,0.939,1.0,30.67,92,98,3,2
9,49,441,5.444,0.306,0.773,1.82,135,341,74,1
7,15,105,2.143,0.229,0.981,1.41,24,103,17,1
5,19,95,3.8,0.211,0.779,1.33,20,74,15,1
2,538,1076,269.0,0.518,0.596,29.32,557,641,19,2
9,84,756,9.333,0.25,0.955,1.83,189,722,103,1
7,38,266,5.429,0.327,0.951,1.38,87,253,63,1
8,18,144,2.25,0.215,0.813,2.38,31,117,13,1
10,21,210,2.1,0.348,0.757,3.17,73,159,23,1
7,34,238,4.857,0.286,0.756,1.36,68,180,50,1
6,83,498,13.833,0.329,0.823,1.58,164,410,104,1
8,45,360,5.625,0.297,0.564,1.88,107,203,57,1
9,36,324,4.0,0.577,0.948,3.02,187,307,62,1
17,106,1802,6.235,0.927,1.0,14.53,1671,1802,115,1
37,1,37,0.027,1.0,1.0,37.0,37,37,1,4
8,18,144,2.25,0.389,0.931,2.24,56,134,25,1
8,95,760,11.875,0.303,0.937,1.77,230,712,130,1
12,42,504,3.5,0.355,0.788,2.71,179,397,66,1
9,47,423,5.222,0.371,0.865,2.75,157,366,57,1
9,23,207,2.556,0.362,0.831,1.92,75,172,39,1
9,166,1494,18.444,0.336,0.723,2.38,502,1080,211,1
8,8,64,1.0,0.25,0.672,1.6,16,43,10,1
10,7,70,0.7,0.357,0.871,2.08,25,61,12,1
11,261,2871,23.727,0.243,0.524,1.93,698,1505,361,1
9,121,1089,13.444,0.356,0.817,2.2,388,890,176,1
5,24,120,4.8,0.342,0.808,1.32,41,97,31,1
2,537,1074,268.5,0.523,0.567,62.44,562,609,9,2
44,3,132,0.068,0.598,0.841,2.47,79,111,32,4
7,24,168,3.429,0.268,0.708,1.61,45,119,28,1
11,134,1474,12.182,0.286,0.777,2.36,422,1145,179,1
9,86,774,9.556,0.337,0.757,2.19,261,586,119,1
10,35,350,3.5,0.337,0.714,1.87,118,250,63,1
8,14,112,1.75,0.375,0.839,2.1,42,94,20,1
13,44,572,3.385,0.171,0.712,1.61,98,407,61,1
7,18,126,2.571,0.357,1.0,1.55,45,126,29,1
7,14,98,2.0,0.327,0.939,1.88,32,92,17,1
7,16,112,2.286,0.25,1.0,1.56,28,112,18,1
20,16,320,0.8,0.5,0.572,26.67,160,183,6,1
7,19,133,2.714,0.203,0.406,2.25,27,54,12,1
9,107,963,11.889,0.357,0.875,2.14,344,843,161,1
9,23,207,2.556,0.246,0.57,1.82,51,118,28,1
9,43,387,4.778,0.509,0.959,3.58,197,371,55,1
9,19,171,2.111,0.292,0.684,1.52,50,117,33,1
9,301,2709,33.444,0.178,0.694,1.3,482,1881,371,1
10,45,450,4.5,0.282,0.718,1.84,127,323,69,1
7,11,77,1.571,0.247,0.61,1.36,19,47,14,1
5,18,90,3.6,0.689,1.0,3.44,62,90,18,1
7,14,98,2.0,0.378,0.969,1.95,37,95,19,1
14,227,3178,16.214,0.237,0.839,3.34,754,2667,226,1
15,356,5340,23.733,0.398,0.738,5.32,2127,3940,400,1
10,49,490,4.9,0.165,0.649,1.35,81,318,60,1
6,46,276,7.667,0.217,0.804,2.0,60,222,30,1
2,17,34,8.5,0.588,0.971,6.67,20,33,3,2
8,12,96,1.5,0.396,0.99,1.9,38,95,20,1
6,95,570,15.833,0.256,0.768,1.78,146,438,82,1
7,14,98,2.0,0.286,0.755,1.56,28,74,18,1
9,279,2511,31.0,0.097,0.339,1.34,243,851,181,1
24,178,4272,7.417,0.483,0.933,8.0,2063,3987,258,1
7,1,7,0.143,1.0,1.0,7.0,7,7,1,2
11,190,2090,17.273,0.239,0.457,2.11,500,955,237,1
9,1,9,0.111,1.0,1.0,9.0,9,9,1,4
7,25,175,3.571,0.354,0.606,2.14,62,106,29,1
